Input,Material,Colour,Weight,Volume
"1.6L Stove Top Kettle - Polished Stainless Steel | Large capacity and suitable for use with any hob. Heats quickly & efficiently| From Jean Patrique
Brand Jean-Patrique
Colour Silver
Capacity 1.6 litres
Material Stainless Steel
Voltage 1 Volts
STOVE TOP KETTLE ► Blending the classic with the contemporary, this kettle is a characterful addition to traditional and modern kitchens alike.
SUITABLE FOR ANY HOB ► Use the kettle on gas, electric or ceramic hobs - or even take it into the great outdoors and use it as a camping kettle on the campfire!
LARGE 1.6L CAPACITY ► Serve up hot drinks for the whole family (& guests!). Use it to boil water or heat up hot chocolate, coffee or even soup.
HEATS QUICKLY & EFFICIENTLY ► Constructed from high quality stainless steel. This strong, durable material also distributes heat quickly and evenly for boiling liquids faster.
KEEPS WATER HOT ► Enjoy instant, piping hot top-ups by keeping the kettle on a low heat on the stove once the water has boiled.
Product Dimensions 15 x 16.5 x 21 cm; 630 Grams
Care instructions No Require
Number of pieces 1
Batteries required No
Item weight 0.63 Kilograms
",metal,silver,0.63kg,1.6L
"Teaware Hot Water Kettle Coffee Kettle Stovetop Lid 1.5L/2L with Filter (2L)
★ This is meant to be an extraordinary quality KETTLES - Ergonomic cool touch handle, lift it up, then press the lid switch with your thumb and you will find out how good this fashionable kettle is.
★ The stainless steel corrugated base ensures uniform heating and good thermal conductivity when the kettle is heated.The self-contained filter is very easy to prepare tea and filter coffee waste.
★ Durable and comfortable handle, easy to grip, not easy to slip and does not break due to the overweight of the bottle.The boiling capacity of 1.5L/2L is ready to serve the whole family or party, save time to pour
★ Multi-layer sealed food grade ABS plastic bottle mouth to prevent leakage, ensures that the temperature of the liquid in the bottle is stable and the smell does not spread.It is not easy to rust and is not corroded.This product strives to protect your body from toxic chemicals.Opening the large lid for filling is convenient to clean.
★ Strict quality safety inspection in Europe: does not contain BPA.Do not risk buying unqualified daily needs, regardless of the price.Your hidden problems are very dangerous.
Brand Fdit
Model Number Fditwb1t32pqm5-02
Product Dimensions 24 x 18 x 15 cm; 290 Grams
Volume Capacity 2 litres
Special Features Water Filter
Item Weight 290 g
",metal,other,290g,2L
"Ariete Retro Style Cordless Dome Kettle, Removable and Washable Filter, 1.7 Litre Capacity, Vintage Design, Green
Retro design will bring a quirky style to your kitchen
1.7 Litre capacity is enough to make a round of hot drinks
Removable anti-scale filter will makes it easy to clean and full functional
Cordless kettle with a 360 degree rotating base
Auto switch off function makes it safe to use
Brand Ariete
Model Number AR7704/1
Colour Green
Package Dimensions 28 x 23 x 20 cm; 1.35 Kilograms
Volume Capacity 1.7 litres
Item Weight 1.35 kg
",other,green,1.35kg,1.7L
"VonShef Electric Stainless Steel Kettle - Large 3000W, 1.7L Capacity Kettle with Fast Boil Time, Removable & Reusable Filter for Fresher Water & Heat Resistant Handle - for up to 7 Standard Cups
Brand VonShef
Colour Kettle
Capacity 1.7 litres
Material Stainless Steel
Power / Wattage 3000 watts
LARGE 1.7L CAPACITY – boil water for around 7 standard cups. Features a heat resistant handle for added safety
QUICK BOIL TIME – boil 1.7L of water in just under 5 minutes. Includes STRIX control which accurately detects and controls temperature for safety
ADDED FEATURES – also includes removable filter, 360° swivel base, cord storage and non-slip feet
DIMENSIONS - H24 x L21 x W15cm. Cord length: 70cm
2 YEAR MANUFACTURER WARRANTY INCLUDED
Brand VonShef
Colour Kettle
Package Dimensions 28.2 x 22.7 x 18.4 cm; 1.2 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Material Stainless Steel
Special Features Water Filter
Item Weight 1.2 kg
",metal,other,1.2kg,1.7L
"Kampa Travel 12v Electric Kettle 1L
Brand Kampa
Capacity 1 litres
Wattage 150 watts
Concealed Heating
Features Concealed Heating
Wattage 150 watts
Brand Kampa
Manufacturer Kampa
Manufacturer reference ME0529
Package Dimensions 18.6 x 16.7 x 15 cm; 600 Grams
ASIN B07QV2M2W3
",other,other,600g,1L
"Wilfa WSDK-2000S Kettle, Silver
Brand Wilfa
Colour Silver
Power / Wattage 2200 watts
Item Dimensions  L x W x H 24.3 x 25.3 x 16.9 centimetres
Scandinavian design
Insulated double wall
Adjustable temperature
Keep warm function
1.25 litres
Brand Wilfa
Model Number WSDK-2000S
Colour Silver
Product Dimensions 24.3 x 25.3 x 16.9 cm; 1.84 Kilograms
Volume Capacity 1.25 litres
Power / Wattage 2200 watts
Item Weight 1.84 kg
",other,silver,1.84kg,1.25L
"Nerthus FIH 563 Stainless Steel Electric Kettle
Brand NERTHUS
Capacity 1.8 litres
Material Stainless Steel
Item Dimensions  L x W x H 18 x 17.5 x 22.5 centimetres
Electric kettle with charging base. Capacity: 1.8l
It has been designed and developed to make food preparation easier for you
Its temperature can be adjusted and it has a stainless steel design that gives it an elegant finish while making it easier to clean
Product Dimensions 18 x 17.5 x 22.5 cm; 800 Grams
Batteries required No
Item weight 0.8 Kilograms
",metal,other,800g,1.8L
"Stainless Steel Electric In-car Kettle Travel Thermoses Heating Water Bottle with Intelligent 1200ML 12V/24V (Bronze)
Brand Bediffer
Colour Bronze
Wattage 120 watts
Item Dimensions  L x W x H 10 x 10 x 10 centimetres
【1200ml BIG CAPACITY】 Differ from other small hot water bottle offerings in the market, this 1200ml one solve problem and save much time for your family. You don't have to second boiling try on the long drive.
【PREMIUM MATERIAL】The car electric kettle made from 304 stainless steel and food grade plastic material, safe to drink the boiled water. Durable, easy to clean and also prevent liquid spilling out and improve the efficiency of heat preservation.
【SAFE AND NON-TOXIC】The Travel Heating Cup Mug is sealed lid made by high quality plastic, safe and non-toxic, good sealing performance to keep water warm, and ensures that the drink does not spill over.
【 ELECTROMEGNATIC HEATING TECHNOLOGY】Using the latest electromagnetic heating technology, it heat up your water into 100℃ about 25 minutes. When the water is up to 100℃, it will automatically power off.
【VACUUM INSULATION TECHNOLOGY】Kettle inner and outer using vacuum insulation technology, good insulation effect to prevent burns and ensures that the drink does not spill over.
Manufacturer Bediffer
Brand Bediffer
Product Dimensions 10 x 10 x 10 cm; 850 Grams
Manufacturer reference Bediffertfrwcbns2v-01
Manufacturer Part Number Bediffertfrwcbns2v-01
Wattage 120 watts
Item Weight 850 g
",metal,bronze,850g,1200ml
"Cookworks Stainless Steel And Transparent Glass Kettle
This Cookworks glass kettle is ideal for catch-up-with-friend's cuppas and help-me-wake-up coffees. Its transparent glass design not only looks pretty swanky but means that you can always keep an eye on the water level.
It also illuminates blue when in use, flashy ay! The cordless design allows you to easily transport it to the hob to boil some veggies and to the sink to refill it.
And while we're talking about refilling, its automatic opening lid also helps make filling up a breeze - there's no fiddling about with a screw-on lid. 2.2 kW. 1.7 litre capacity.
Boil dry protection - automatically switches off when the kettle is empty. Removable and washable limescale filter. Push button operated lid. 360 degree base.
Brand Cookworks
Colour Transparent
Volume Capacity 1.7 litres
Auto Shutoff No
Special Features Boil Dry Protection, Cordless
",metal,other,1.7kg,1.7L
"SANON Stainless Steel Car Electric Kettle, Coffee Tea Thermos Water Heating Cup.(12V 350ML + 150ML)
Brand SANON
Colour Silver
Voltage 12 Volts
1. PROFESSION:Cup inner and outer using vacuum insulation technology, good insulation effect to prevent burns.High quality car electric kettle for fast heating of water, coffee or tea.
2. DESIGN:Sealed kettle cover made by high quality silicon gel, safe and non-toxic, good sealing performance to keep water warm, and ensures that the drink does not spill over.350ML + 150ML, can better meet your travel needs.
3. MATERIAL:High-quality stainless steel material, rust-proof, corrosion-resistant, durable
4. EASY TO USE:Powered by 12V cigarette lighter plug power source, enables to drink hot water on road. Fits most car cup holders, great for travel use
5. SERVICE GUARANTEE-- We have professional, premium aftermarket replacement. Any problem of this product, you can send emails as soon. We will provide you excellent customer service and 100% satisfaction warranty. BUY WITH CONFIDENCE!
Manufacturer SANON
Brand SANON
Package Dimensions 20.7 x 12.8 x 9 cm; 365 Grams
Item model number 1360512/120144AM92-0117
Manufacturer Part Number 1360512/120144AM92-0117
Voltage 12 Volts
Item Weight 365 g
",metal,silver,365g,350ml
"Stainless Steel Electric Kettle, 1.7 L Rapid Boiling, Temperature Display, Auto Shut-Off & Boil-Dry Protection, Double Wall Structure, No Contact with Plastic, Quiet Boil, BPA Free, 1800 W
Brand MeiShiLang
Colour White
Power / Wattage 1800 watts
【Safe Material & Large Capacity】MeiShiLang electric kettle is made of food-grade 304 stainless steel. No plastic touches hot water. 1.7L water Kettle can provide about 8 cups of water for your whole day drinking
【Double Wall Structure】This electric water kettle is constructed with double walls which not only prevents your hands being scaled while touching, but also keeps water warm much longer. Exterior matte finish layer is for heat insulation and offers stylish looking
【Fast Boiling & Energy Saving】Boils water within 2-5 minus, 5mins to boil a full pot (1.7L), 0.5L for just 2mins. Advanced auto shut off and boil dry protecting function ensure 100% electrical safety and save more energy than microwave, stove or your old kettle
【Easy to Clean & Store】Our stainless steel kettle with a wide mouth for easy cleaning and filling. Stay-cool ergonomic handle. The cord can be stored into the power base when not use
【Delivery & Guarantee】If you have any questions, you can contact us and we will respond promptly to find a solution quickly. In addition, we provide a 30-day 'no reason' return and 2-year quality warranty
Brand MeiShiLang
Colour White
Package Dimensions 26.3 x 21.2 x 20.7 cm; 1.65 Kilograms
Volume Capacity 1.7 litres
Power / Wattage 1800 watts
Special Features Cordless, Fast Boil Kettle, Auto Shut-Off & Boil-Dry Protection, BPA-Free, No Contact With Plastic, Quiet Boil, 360 degree base
Item Weight 1.65 kg
",metal,white,1.65kg,1.7L
"Progress® EK3891PIND Ombre Glass Kettle | 3000 W | 1.5 L | 360° Swivel Base | Anti-limescale/Boil-Dry Sensor | Indigo
Brand PROGRESS
Colour Indigo
Item Dimensions  L x W x H 22.3 x 14.2 x 24.3 centimetres
From the Progress Ombre Collection, enjoy hot teas and warming coffees with this 1.5 L Kettle, a perfect addition to any modern home.
With 3000 W power, create the perfect amount of drinks with the easy-view water window so you can boil the exact amount needed.
Featuring a concealed heating element, the kettle has been specially designed to boil fast, great for making a quick morning drink.
Measuring a compact 22.3 l x 14.2 w x 24.3 h cm, the kettle can fit comfortably anywhere in the kitchen with a cord length of 70 cm.
Combining functionality with style, it will look great in any kitchen, boasting a modern ombre design with a stainless steel body.
Brand PROGRESS
Model Number EK3891PIND
Colour Indigo
Product Dimensions 22.3 x 14.2 x 24.3 cm; 1.55 Kilograms
Volume Capacity 1.7 litres
Item Weight 1.55 kg
",glass,indigo,1.55kg,1.7L
"Lacor 69590 Electric Kettle 2200 W, BPA Free, 1.30 L, Plastic, Grey
Brand LACOR
Colour Grey
Capacity 3 litres
Material Plastic
Power / Wattage 2200 watts
Allows water to be heated quickly and efficiently
Capacity: 1.3 L
Free from bpa to not harm health
Stylish design in grey and LED light on on/off button
360° rotating independent base
Hidden Stainless Steel Heater
Water level viewer to check liquid level
Brand LACOR
Model Number 69590
Colour Grey
Package Dimensions 21 x 19.8 x 15.6 cm; 960 Grams
Capacity 3 litres
Volume Capacity 30 litres
Power / Wattage 2200 watts
Material Plastic
Item Weight 960 g
",plastic,grey,960g,1.3L
"Russell Hobbs 20441 Snowdon Kettle, 3000 W, 1.7 Litre, Brushed Stainless Steel Silver
Brand Russell Hobbs
Colour Stainless Steel
Capacity 1.7 litres
Material Stainless Steel, Plastic
Power / Wattage 3000 watts
Brushed stainless steel kettle with plastic accents
Rapid boil zone feature denoting 1/2/3 cup volumes
Perfect pour' spout
Push to open metal lid
Brand Russell Hobbs
Model Number 20441
Colour Stainless Steel
Product Dimensions 16.5 x 25 x 21.8 cm; 1.05 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Material Stainless Steel, Plastic
Auto Shutoff No
Special Features Concealed Heating, Water Filter
Item Weight 1.05 kg
",metal,other,1.05kg,1.7L
"Neo® Rainbow LED Illuminated Electric Glass Copper Kettle 1.7L Cordless (Chrome)
Brand Neo
Colour Chrome
Capacity 1.7 litres
Material Stainless_steel plastic
Power / Wattage 2200 watts
Iridescent Rainbow Glass. Stainless Steel Copper Finishing.
Red LED changes to Blue whilst boiling.
Capacity 1.7L Litres. 2200W power output.
Boil dry and overheat protection.
Detachable filter and ergonomic handle. Easy to open lid 360° rotation base
Brand Neo
Model Number RAIN-COPPER
Colour Chrome
Product Dimensions 23 x 20 x 15 cm; 2 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 2200 watts
Material Stainless_steel plastic
Special Features This smart appliance with its attractive rainbow glass design will complement any kitchen. This illuminates from Blue to Red colour as the water boils which provides a dazzling light show during the boiling process.
Item Weight 2 kg
",metal,other,2.0kg,1.7L
